arabic_sentence,franco_arabic
"شقة للبيع في سوديك ايست 223 متر ب 3 أوض و 3 حمامات, بسعر 26799000 في الشروق",shqh llby3 fy swdyk ayst 223 mtr b 3 2w9d w 3 7mamat bs3r 26799000 fy alshrwq
"فيلا للبيع في سوديك اسيت  392 متر ب 3 أوض و 4 حمامات, بسعر 33336000 في الشروق",fyla llby3 fy swdyk asyt  392 mtr b 3 2w9d w 4 7mamat bs3r 33336000 fy alshrwq
"شقة للبيع في سيتي اوف أوديسيا 209 متر ب 3 أوض و 4 حمامات, بسعر 9782000 في ماديناتي",shqh llby3 fy syty awf 2wdysya 209 mtr b 3 2w9d w 4 7mamat bs3r 9782000 fy madynaty
"فيلا للبيع في سوديك اسيت   237 متر ب 3 أوض و 4 حمامات, بسعر 19873000 في الشروق",fyla llby3 fy swdyk asyt   237 mtr b 3 2w9d w 4 7mamat bs3r 19873000 fy alshrwq
"شقة للبيع في سيتي اوف أوديسيا 224 متر ب 5 أوض و 8 حمامات, بسعر 10047000 في ماديناتي",shqh llby3 fy syty awf 2wdysya 224 mtr b 5 2w9d w 8 7mamat bs3r 10047000 fy madynaty
"تاون هاوس للبيع في سوديك ايست 221 متر ب 3 أوض و 4 حمامات, بسعر 19151000 في الشروق",tawn haws llby3 fy swdyk ayst 221 mtr b 3 2w9d w 4 7mamat bs3r 19151000 fy alshrwq
"تاون هاوس للبيع في سوديك ايست  221 متر ب أوضة و حمام, بسعر 17298000 في الشروق",tawn haws llby3 fy swdyk ayst  221 mtr b 2w9dh w 7mam bs3r 17298000 fy alshrwq
"توين هاوس للبيع في سوديك ايست 245 متر ب أوضة و حمام, بسعر 20246000 في الشروق",twyn haws llby3 fy swdyk ayst 245 mtr b 2w9dh w 7mam bs3r 20246000 fy alshrwq
"فيلا مستقلة للبيع في ذا هيلز ويلوز 452 متر ب أوضة و حمام, بسعر 44610000 في مدينة نصر",fyla mstqlh llby3 fy dha hylz wylwz 452 mtr b 2w9dh w 7mam bs3r 44610000 fy mdynh n9r
"فيلا للبيع في ذا هيلز ويلوز 239 متر ب أوضة و حمام, بسعر 32880000 في مدينة نصر",fyla llby3 fy dha hylz wylwz 239 mtr b 2w9dh w 7mam bs3r 32880000 fy mdynh n9r
"مكتب اداري للبيع في ذا بوليجون 276 متر ب أوضة و حمام, بسعر 24725600 في مدينة المستقبل",mktb adary llby3 fy dha bwlygwn 276 mtr b 2w9dh w 7mam bs3r 24725600 fy mdynh almstqbl
"مكتب اداري للبيع في ذا بورتال الشيخ زايد 343 متر ب أوضتين و 3 حمامات, بسعر 35533000 في مدينة المستقبل",mktb adary llby3 fy dha bwrtal alshy5 zayd 343 mtr b 2w9dtyn w 3 7mamat bs3r 35533000 fy mdynh almstqbl
"مكتب اداري للبيع في ذا بورتال الشيخ زايد 145 متر ب 3 أوض و 3 حمامات, بسعر 15022000 في مدينة المستقبل",mktb adary llby3 fy dha bwrtal alshy5 zayd 145 mtr b 3 2w9d w 3 7mamat bs3r 15022000 fy mdynh almstqbl
"عيادة طبية للبيع في ويستاون ميديكال سنتر 117 متر ب أوضتين و حمامين, بسعر 16131000 في مدينة المستقبل",3yadh 6byh llby3 fy wystawn mydykal sntr 117 mtr b 2w9dtyn w 7mamyn bs3r 16131000 fy mdynh almstqbl
"عيادة طبية  للبيع في ويستاون ميديكال سنتر 161 متر ب أوضة و حمام, بسعر 19276000 في مدينة المستقبل",3yadh 6byh  llby3 fy wystawn mydykal sntr 161 mtr b 2w9dh w 7mam bs3r 19276000 fy mdynh almstqbl
"شقه بالجاردن في ليك فيو ريزيدنس 119 متر ب أوضة و حمام, بسعر 8400000 في القاهرة الجديدة",shqh balgardn fy lyk fyw ryzydns 119 mtr b 2w9dh w 7mam bs3r 8400000 fy alqahrh algdydh
"تاون هاوس للبيع في تلال شورز 150 متر ب أوضة و حمام, بسعر 16900000 في العين السخنة",tawn haws llby3 fy tlal shwrz 150 mtr b 2w9dh w 7mam bs3r 16900000 fy al3yn als5nh
"شاليه للبيع في تلال شورز 108 متر ب أوضة و حمام, بسعر 7620000 في العين السخنة",shalyh llby3 fy tlal shwrz 108 mtr b 2w9dh w 7mam bs3r 7620000 fy al3yn als5nh
"مكتب اداري للبيع في ذا ريفت بيزنس بارك 27 متر ب أوضة و حمام, بسعر 4627182 في ماديناتي",mktb adary llby3 fy dha ryft byzns bark 27 mtr b 2w9dh w 7mam bs3r 4627182 fy madynaty
"شاليه للبيع في تلال شورز 99 متر ب أوضة و حمام, بسعر 9420000 في العين السخنة",shalyh llby3 fy tlal shwrz 99 mtr b 2w9dh w 7mam bs3r 9420000 fy al3yn als5nh
"مكتب اداري للبيع في ذا ريفت بيزنس بارك 35 متر ب 3 أوض و 4 حمامات, بسعر 5997600 في ماديناتي",mktb adary llby3 fy dha ryft byzns bark 35 mtr b 3 2w9d w 4 7mamat bs3r 5997600 fy madynaty
"بنك للبيع في ذا ريفت بيزنس بارك 578 متر ب أوضة و حمام, بسعر 238699691 في ماديناتي",bnk llby3 fy dha ryft byzns bark 578 mtr b 2w9dh w 7mam bs3r 238699691 fy madynaty
"عيادة طبية للبيع في ذا ريفت بيزنس بارك 33 متر ب أوضة و حمام, بسعر 5390489 في ماديناتي",3yadh 6byh llby3 fy dha ryft byzns bark 33 mtr b 2w9dh w 7mam bs3r 5390489 fy madynaty
"عيادة للبيع في ذا ريفت بيزنس بارك 158 متر ب 3 أوض و 3 حمامات, بسعر 20857249 في ماديناتي",3yadh llby3 fy dha ryft byzns bark 158 mtr b 3 2w9d w 3 7mamat bs3r 20857249 fy madynaty
"تاون هاوس  بكمبوند هايد بارك  بالتقسيط  208 متر ب 4 أوض و 4 حمامات, بسعر 14000000 في القاهرة الجديدة",tawn haws  bkmbwnd hayd bark  baltqsy6  208 mtr b 4 2w9d w 4 7mamat bs3r 14000000 fy alqahrh algdydh
"محل تجاري للبيع في ذا ريفت بيزنس بارك 36 متر ب 3 أوض و 3 حمامات, بسعر 13609508 في ماديناتي",m7l tgary llby3 fy dha ryft byzns bark 36 mtr b 3 2w9d w 3 7mamat bs3r 13609508 fy madynaty
"معرض سيارات للبيع في ذا ريفت بيزنس بارك 342 متر ب 5 أوض و 6 حمامات, بسعر 160617543 في ماديناتي",m3r9d syarat llby3 fy dha ryft byzns bark 342 mtr b 5 2w9d w 6 7mamat bs3r 160617543 fy madynaty
"فيلا للبيع في هليوبوليس هيلز 196 متر ب 5 أوض و 6 حمامات, بسعر 9800000 في عبور",fyla llby3 fy hlywbwlys hylz 196 mtr b 5 2w9d w 6 7mamat bs3r 9800000 fy 3bwr
"فيلا للبيع في هليوبوليس هيلز 227 متر ب 3 أوض و 3 حمامات, بسعر 11350000 في عبور",fyla llby3 fy hlywbwlys hylz 227 mtr b 3 2w9d w 3 7mamat bs3r 11350000 fy 3bwr
"توين هاوس للبيع في أزها الساحل الشمالي 185 متر ب أوضة و حمام, بسعر 23883750 في راس حكمة",twyn haws llby3 fy 2zha alsa7l alshmaly 185 mtr b 2w9dh w 7mam bs3r 23883750 fy ras 7kmh
"فيلا مستقلة للبيع في أزها الساحل الشمالي 286 متر ب 3 أوض و 3 حمامات, بسعر 37845600 في راس حكمة",fyla mstqlh llby3 fy 2zha alsa7l alshmaly 286 mtr b 3 2w9d w 3 7mamat bs3r 37845600 fy ras 7kmh
"فيلا مستقلة للبيع في ليونيس 317 متر ب 3 أوض و 4 حمامات, بسعر 44608000 في راس حكمة",fyla mstqlh llby3 fy lywnys 317 mtr b 3 2w9d w 4 7mamat bs3r 44608000 fy ras 7kmh
"تاون هاوس للبيع في أزها الساحل الشمالي 185 متر ب 3 أوض و 4 حمامات, بسعر 20837709 في راس حكمة",tawn haws llby3 fy 2zha alsa7l alshmaly 185 mtr b 3 2w9d w 4 7mamat bs3r 20837709 fy ras 7kmh
"شاليه للبيع في ذا وتر واي الساحل الشمالي 78 متر ب 3 أوض و 4 حمامات, بسعر 13112000 في الضبعة",shalyh llby3 fy dha wtr way alsa7l alshmaly 78 mtr b 3 2w9d w 4 7mamat bs3r 13112000 fy al9db3h
"شاليه للبيع في ذا وتر واي الساحل الشمالي 184 متر ب 3 أوض و 4 حمامات, بسعر 24968000 في الضبعة",shalyh llby3 fy dha wtr way alsa7l alshmaly 184 mtr b 3 2w9d w 4 7mamat bs3r 24968000 fy al9db3h
"دوبلكس للبيع في أزها الساحل الشمالي 302 متر ب 4 أوض و 5 حمامات, بسعر 29260000 في راس حكمة",dwblks llby3 fy 2zha alsa7l alshmaly 302 mtr b 4 2w9d w 5 7mamat bs3r 29260000 fy ras 7kmh
"دوبلكس للبيع في أزها الساحل الشمالي 306 متر ب 4 أوض و 5 حمامات, بسعر 28736000 في راس حكمة",dwblks llby3 fy 2zha alsa7l alshmaly 306 mtr b 4 2w9d w 5 7mamat bs3r 28736000 fy ras 7kmh
"بنت هاوس للبيع في ذا ووتر واي الساحل الشمالي 179 متر ب 3 أوض و 4 حمامات, بسعر 34636000 في الضبعة",bnt haws llby3 fy dha wwtr way alsa7l alshmaly 179 mtr b 3 2w9d w 4 7mamat bs3r 34636000 fy al9db3h
"تاون هاوس للبيع في ذا ووتر واي الساحل الشمالي 275 متر ب 3 أوض و 4 حمامات, بسعر 40058000 في الضبعة",tawn haws llby3 fy dha wwtr way alsa7l alshmaly 275 mtr b 3 2w9d w 4 7mamat bs3r 40058000 fy al9db3h
"توين هاوس للبيع في ذا ووتر واي الساحل الشمالي 310 متر ب 3 أوض و 3 حمامات, بسعر 62592000 في الضبعة",twyn haws llby3 fy dha wwtr way alsa7l alshmaly 310 mtr b 3 2w9d w 3 7mamat bs3r 62592000 fy al9db3h
"توين هاوس للبيع في ذا ووتر واي الساحل الشمالي 320 متر ب أوضة و حمام, بسعر 48211000 في الضبعة",twyn haws llby3 fy dha wwtr way alsa7l alshmaly 320 mtr b 2w9dh w 7mam bs3r 48211000 fy al9db3h
"شاليه للبيع في أزها الساحل الشمالي 281 متر ب أوضة و حمام, بسعر 25848000 في راس حكمة",shalyh llby3 fy 2zha alsa7l alshmaly 281 mtr b 2w9dh w 7mam bs3r 25848000 fy ras 7kmh
"شاليه للبيع في أزها الساحل الشمالي 315 متر ب أوضة و حمام, بسعر 25843000 في راس حكمة",shalyh llby3 fy 2zha alsa7l alshmaly 315 mtr b 2w9dh w 7mam bs3r 25843000 fy ras 7kmh
"Testing unit 232 متر ب 3 أوض و 3 حمامات, بسعر 2344444 في سيدي عبد إل-رحمان",Testing unit 232 mtr b 3 2w9d w 3 7mamat bs3r 2344444 fy sydy 3bd 2l-r7man
"مكتب اداري للبيع في ذا ووتر واي فيلاز 333 متر ب أوضتين و حمامين, بسعر 66603000 في القاهرة الجديدة",mktb adary llby3 fy dha wwtr way fylaz 333 mtr b 2w9dtyn w 7mamyn bs3r 66603000 fy alqahrh algdydh
"مكتب اداري للبيع في ذا ووتر واي فيلاز 256 متر ب أوضة و حمام, بسعر 53529000 في القاهرة الجديدة",mktb adary llby3 fy dha wwtr way fylaz 256 mtr b 2w9dh w 7mam bs3r 53529000 fy alqahrh algdydh
"مكتب اداري للبيع في ذا فيو 374 متر ب أوضة و حمام, بسعر 85431000 في القاهرة الجديدة",mktb adary llby3 fy dha fyw 374 mtr b 2w9dh w 7mam bs3r 85431000 fy alqahrh algdydh
"شقة للبيع في ذا فيو 232 متر ب 3 أوض و 3 حمامات, بسعر 16504000 في القاهرة الجديدة",shqh llby3 fy dha fyw 232 mtr b 3 2w9d w 3 7mamat bs3r 16504000 fy alqahrh algdydh
"شقة للبيع في ذا فيو 160 متر ب أوضة و حمام, بسعر 21446000 في القاهرة الجديدة",shqh llby3 fy dha fyw 160 mtr b 2w9dh w 7mam bs3r 21446000 fy alqahrh algdydh
"محل تجارى / صالة طعام للبيع في مجمع أوبال للأعمال 38 متر مربع ب أوضة و حمام, بسعر 6043450 في ماديناتي",m7l tgary / 9alh 63am llby3 fy mgm3 2wbal ll23mal 38 mtr mrb3 b 2w9dh w 7mam bs3r 6043450 fy madynaty
"محل تجارى/ صالة طعام  للبيع في مجمع أوبال للأعمال 48 متر مربع ب 3 أوض و 4 حمامات, بسعر 6030000 في ماديناتي",m7l tgary/ 9alh 63am  llby3 fy mgm3 2wbal ll23mal 48 mtr mrb3 b 3 2w9d w 4 7mamat bs3r 6030000 fy madynaty
"شقة للبيع في ذا فيو 254 متر ب أوضة و حمام, بسعر 38936000 في القاهرة الجديدة",shqh llby3 fy dha fyw 254 mtr b 2w9dh w 7mam bs3r 38936000 fy alqahrh algdydh
"مكتب إداري  للبيع في مجمع اوبال بيزنس 120 متر ب أوضة و حمام, بسعر 9205350 في ماديناتي",mktb 2dary  llby3 fy mgm3 awbal byzns 120 mtr b 2w9dh w 7mam bs3r 9205350 fy madynaty
"مكتب إداري  للبيع في مجمع اوبال بيزنس 37 متر ب أوضة و حمام, بسعر 2948000 في ماديناتي",mktb 2dary  llby3 fy mgm3 awbal byzns 37 mtr b 2w9dh w 7mam bs3r 2948000 fy madynaty
"شقة للبيع في ذا كابيتال واي 260 متر ب 3 أوض و 4 حمامات, بسعر 11492000 في ماديناتي",shqh llby3 fy dha kabytal way 260 mtr b 3 2w9d w 4 7mamat bs3r 11492000 fy madynaty
"عيادة طبية  للبيع في اوبال بيزنس كومبلكس 65 متر ب 3 أوض و 4 حمامات, بسعر 5176000 في ماديناتي",3yadh 6byh  llby3 fy awbal byzns kwmblks 65 mtr b 3 2w9d w 4 7mamat bs3r 5176000 fy madynaty
"عيادة للبيع في اوبال بيزنس كومبلكس 16 متر ب أوضة و حمام, بسعر 1100240 في ماديناتي",3yadh llby3 fy awbal byzns kwmblks 16 mtr b 2w9dh w 7mam bs3r 1100240 fy madynaty
"شقة للبيع في ذا كابيتال واي 90 متر ب أوضة و حمام, بسعر 7050000 في ماديناتي",shqh llby3 fy dha kabytal way 90 mtr b 2w9dh w 7mam bs3r 7050000 fy madynaty
"دوبلكس للبيع في ذا كابيتال واي 338 متر ب أوضة و حمام, بسعر 23533000 في ماديناتي",dwblks llby3 fy dha kabytal way 338 mtr b 2w9dh w 7mam bs3r 23533000 fy madynaty
"رووف دوبلكس للبيع في ذا كابيتال واي 338 متر ب أوضة و حمام, بسعر 23337000 في ماديناتي",rwwf dwblks llby3 fy dha kabytal way 338 mtr b 2w9dh w 7mam bs3r 23337000 fy madynaty
"عيادة للبيع في ديجويا 2 مساحة 58 متر ب أوضة و حمام, بسعر 4160000 في ماديناتي",3yadh llby3 fy dygwya 2 msa7h 58 mtr b 2w9dh w 7mam bs3r 4160000 fy madynaty
"عيادة للبيع في ديجويا 2 مساحة 13 متر ب أوضة و حمام, بسعر 1010000 في ماديناتي",3yadh llby3 fy dygwya 2 msa7h 13 mtr b 2w9dh w 7mam bs3r 1010000 fy madynaty
"محل للبيع في ديجويا 2 39 متر ب أوضة و حمام, بسعر 3805000 في ماديناتي",m7l llby3 fy dygwya 2 39 mtr b 2w9dh w 7mam bs3r 3805000 fy madynaty
"عيادة طبية للبيع في ايستمين 42 متر ب أوضة و حمام, بسعر 8787000 في القاهرة الجديدة",3yadh 6byh llby3 fy aystmyn 42 mtr b 2w9dh w 7mam bs3r 8787000 fy alqahrh algdydh
"محل للبيع في ديجويا 2 - 107 متر ب أوضة و حمام, بسعر 16174000 في ماديناتي",m7l llby3 fy dygwya 2 - 107 mtr b 2w9dh w 7mam bs3r 16174000 fy madynaty
"مكتب اداري للبيع في ايستمين 140 متر ب أوضة و حمام, بسعر 23450000 في القاهرة الجديدة",mktb adary llby3 fy aystmyn 140 mtr b 2w9dh w 7mam bs3r 23450000 fy alqahrh algdydh
"عيادة طبية للبيع في ايستمين 59 متر ب أوضة و حمام, بسعر 12539000 في القاهرة الجديدة",3yadh 6byh llby3 fy aystmyn 59 mtr b 2w9dh w 7mam bs3r 12539000 fy alqahrh algdydh
"مكتب للبيع في ديجويا 3 - 64 متر ب أوضة و حمام, بسعر 3348000 في ماديناتي",mktb llby3 fy dygwya 3 - 64 mtr b 2w9dh w 7mam bs3r 3348000 fy madynaty
"مكتب للبيع في ديجويا 3 39 متر ب أوضة و حمام, بسعر 2050000 في ماديناتي",mktb llby3 fy dygwya 3 39 mtr b 2w9dh w 7mam bs3r 2050000 fy madynaty
"عيادة للبيع في ديجويا 3 مساحة 54 متر ب أوضة و حمام, بسعر 2800000 في ماديناتي",3yadh llby3 fy dygwya 3 msa7h 54 mtr b 2w9dh w 7mam bs3r 2800000 fy madynaty
"عيادة للبيع في ديجويا 3 مساحة 42 متر ب أوضة و حمام, بسعر 2300000 في ماديناتي",3yadh llby3 fy dygwya 3 msa7h 42 mtr b 2w9dh w 7mam bs3r 2300000 fy madynaty
"مكتب إداري للبيع في دي جويا ستريب مول 45 متر ب أوضة و حمام, بسعر 4025000 في ماديناتي",mktb 2dary llby3 fy dy gwya stryb mwl 45 mtr b 2w9dh w 7mam bs3r 4025000 fy madynaty
"مكتب للبيع في ذا ستريب مول 15 متر ب أوضة و حمام, بسعر 1400000 في ماديناتي",mktb llby3 fy dha stryb mwl 15 mtr b 2w9dh w 7mam bs3r 1400000 fy madynaty
"محل للبيع في ذا ستريب مول 53 متر ب أوضتين و حمامين, بسعر 3539000 في ماديناتي",m7l llby3 fy dha stryb mwl 53 mtr b 2w9dtyn w 7mamyn bs3r 3539000 fy madynaty
"عيادة للبيع في ذا ستريب مول 13 متر ب 3 أوض و 3 حمامات, بسعر 1010000 في ماديناتي",3yadh llby3 fy dha stryb mwl 13 mtr b 3 2w9d w 3 7mamat bs3r 1010000 fy madynaty
"محل تجاري | مطعم للبيع في دي جويا ستريب مول 286 متر ب أوضة و حمام, بسعر 36466000 في ماديناتي",m7l tgary | m63m llby3 fy dy gwya stryb mwl 286 mtr b 2w9dh w 7mam bs3r 36466000 fy madynaty
"محل تجاري للبيع في دي جويا ستريب مول 45 متر ب أوضة و حمام, بسعر 5375000 في ماديناتي",m7l tgary llby3 fy dy gwya stryb mwl 45 mtr b 2w9dh w 7mam bs3r 5375000 fy madynaty
"شقة للبيع في داون تاون 112 متر ب 3 أوض و 3 حمامات, بسعر 7749000 في ماديناتي",shqh llby3 fy dawn tawn 112 mtr b 3 2w9d w 3 7mamat bs3r 7749000 fy madynaty
"شقة للبيع في داون تاون 149 متر ب أوضة و حمام, بسعر 11003000 في ماديناتي",shqh llby3 fy dawn tawn 149 mtr b 2w9dh w 7mam bs3r 11003000 fy madynaty
"محل للبيع في ذا ستريب مول 107 متر ب 3 أوض و 3 حمامات, بسعر 17030000 في ماديناتي",m7l llby3 fy dha stryb mwl 107 mtr b 3 2w9d w 3 7mamat bs3r 17030000 fy madynaty
"محل للبيع في ذا ستريب مول 39 متر ب أوضة و حمام, بسعر 3995000 في ماديناتي",m7l llby3 fy dha stryb mwl 39 mtr b 2w9dh w 7mam bs3r 3995000 fy madynaty
"دوبلكس للبيع في ذا ليكس 267 متر ب 3 أوض و 3 حمامات, بسعر 19470000 في ماديناتي",dwblks llby3 fy dha lyks 267 mtr b 3 2w9d w 3 7mamat bs3r 19470000 fy madynaty
"محل تجاري | مطعم للبيع في برج تاج 110 متر ب 3 أوض و 3 حمامات, بسعر 51718000 في ماديناتي",m7l tgary | m63m llby3 fy brg tag 110 mtr b 3 2w9d w 3 7mamat bs3r 51718000 fy madynaty
"شقة للبيع في ذا ليكس 184 متر ب أوضة و حمام, بسعر 11659000 في ماديناتي",shqh llby3 fy dha lyks 184 mtr b 2w9dh w 7mam bs3r 11659000 fy madynaty
"محل تجاري/ مطعم للبيع في برج تاج 41 متر ب 3 أوض و 4 حمامات, بسعر 16862500 في ماديناتي",m7l tgary/ m63m llby3 fy brg tag 41 mtr b 3 2w9d w 4 7mamat bs3r 16862500 fy madynaty
"شقة للبيع في ذا ليكس 287 متر ب أوضة و حمام, بسعر 18080000 في ماديناتي",shqh llby3 fy dha lyks 287 mtr b 2w9dh w 7mam bs3r 18080000 fy madynaty
"دوبلكس للبيع في كلاسترز 312 متر ب 3 أوض و 3 حمامات, بسعر 21987000 في ماديناتي",dwblks llby3 fy klastrz 312 mtr b 3 2w9d w 3 7mamat bs3r 21987000 fy madynaty
"محل تجارى للبيع في تاج تاور 85 متر ب أوضة و حمام, بسعر 26350000 في ماديناتي",m7l tgary llby3 fy tag tawr 85 mtr b 2w9dh w 7mam bs3r 26350000 fy madynaty
"دوبلكس للبيع في كلاسترز 200 متر ب أوضة و حمام, بسعر 12839000 في ماديناتي",dwblks llby3 fy klastrz 200 mtr b 2w9dh w 7mam bs3r 12839000 fy madynaty
"محل تجارى للبيع في تاج تاور 26 متر ب أوضة و حمام, بسعر 8060000 في ماديناتي",m7l tgary llby3 fy tag tawr 26 mtr b 2w9dh w 7mam bs3r 8060000 fy madynaty
"شقة للبيع في كلاسترز 285 متر ب 3 أوض و 4 حمامات, بسعر 17349000 في ماديناتي",shqh llby3 fy klastrz 285 mtr b 3 2w9d w 4 7mamat bs3r 17349000 fy madynaty
"شقة للبيع في كلاسترز 70 متر ب 3 أوض و 4 حمامات, بسعر 4384000 في ماديناتي",shqh llby3 fy klastrz 70 mtr b 3 2w9d w 4 7mamat bs3r 4384000 fy madynaty
"مكتب اداري  للبيع في إزدان مول 53 متر ب 5 أوض و 5 حمامات, بسعر 10865000 في ماديناتي",mktb adary  llby3 fy 2zdan mwl 53 mtr b 5 2w9d w 5 7mamat bs3r 10865000 fy madynaty
"مكتب اداري  للبيع في إزدان مول 35 متر ب 4 أوض و 4 حمامات, بسعر 7175000 في ماديناتي",mktb adary  llby3 fy 2zdan mwl 35 mtr b 4 2w9d w 4 7mamat bs3r 7175000 fy madynaty
"توين هاوس للبيع في ريفيرز 184 متر ب أوضة و حمام, بسعر 19928000 في مدينة المستقبل",twyn haws llby3 fy ryfyrz 184 mtr b 2w9dh w 7mam bs3r 19928000 fy mdynh almstqbl
"فيلا للبيع في ريفيرز 200 متر ب أوضة و حمام, بسعر 31350000 في مدينة المستقبل",fyla llby3 fy ryfyrz 200 mtr b 2w9dh w 7mam bs3r 31350000 fy mdynh almstqbl
"فيلا للبيع في ريفيرز 250 متر ب 4 أوض و 4 حمامات, بسعر 40237000 في مدينة المستقبل",fyla llby3 fy ryfyrz 250 mtr b 4 2w9d w 4 7mamat bs3r 40237000 fy mdynh almstqbl
"فيلا للبيع في ايلفا 215 متر ب 3 أوض و 4 حمامات, بسعر 26459000 في العين السخنة",fyla llby3 fy aylfa 215 mtr b 3 2w9d w 4 7mamat bs3r 26459000 fy al3yn als5nh
"محل تجاري | معرض سيارات للبيع في ديجويا بلازا 374 متر ب 3 أوض و 4 حمامات, بسعر 138050000 في مدينة المستقبل",m7l tgary | m3r9d syarat llby3 fy dygwya blaza 374 mtr b 3 2w9d w 4 7mamat bs3r 138050000 fy mdynh almstqbl
"محل تجارى للبيع في ديجويا بلازا 49 متر ب 3 أوض و 4 حمامات, بسعر 16415000 في مدينة المستقبل",m7l tgary llby3 fy dygwya blaza 49 mtr b 3 2w9d w 4 7mamat bs3r 16415000 fy mdynh almstqbl
"فيلا للبيع في ايلفا 255 متر ب أوضة و حمام, بسعر 30988000 في العين السخنة",fyla llby3 fy aylfa 255 mtr b 2w9dh w 7mam bs3r 30988000 fy al3yn als5nh
"توين هاوس للبيع في الفا 175 متر ب 3 أوض و 4 حمامات, بسعر 21137000 في العين السخنة",twyn haws llby3 fy alfa 175 mtr b 3 2w9d w 4 7mamat bs3r 21137000 fy al3yn als5nh
"توين هاوس للبيع في الفا 175 متر ب أوضة و حمام, بسعر 16349000 في العين السخنة",twyn haws llby3 fy alfa 175 mtr b 2w9dh w 7mam bs3r 16349000 fy al3yn als5nh
"تاون هاوس للبيع في الفا 155 متر مربع ب أوضة و حمام, بسعر 13486000 في العين السخنة",tawn haws llby3 fy alfa 155 mtr mrb3 b 2w9dh w 7mam bs3r 13486000 fy al3yn als5nh
"صيدلية للبيع في ديجويا بلازا 125 متر ب أوضة و حمام, بسعر 45000000 في مدينة المستقبل",9ydlyh llby3 fy dygwya blaza 125 mtr b 2w9dh w 7mam bs3r 45000000 fy mdynh almstqbl
"تاون هاوس للبيع في الفا 155 متر ب أوضة و حمام, بسعر 15703000 في العين السخنة",tawn haws llby3 fy alfa 155 mtr b 2w9dh w 7mam bs3r 15703000 fy al3yn als5nh
"عيادة للبيع في ديجويا بلازا 44 متر ب 3 أوض و 3 حمامات, بسعر 9000000 في مدينة المستقبل",3yadh llby3 fy dygwya blaza 44 mtr b 3 2w9d w 3 7mamat bs3r 9000000 fy mdynh almstqbl
"عيادة للبيع في ديجويا بلازا 52 متر ب 4 أوض و 5 حمامات, بسعر 10400000 في مدينة المستقبل",3yadh llby3 fy dygwya blaza 52 mtr b 4 2w9d w 5 7mamat bs3r 10400000 fy mdynh almstqbl
"مكتب للبيع في ديجويا بلازا 33 متر ب 5 أوض و 6 حمامات, بسعر 6600000 في مدينة المستقبل",mktb llby3 fy dygwya blaza 33 mtr b 5 2w9d w 6 7mamat bs3r 6600000 fy mdynh almstqbl
"مكتب للبيع في ديجويا بلازا 62 متر ب أوضة و حمام, بسعر 13950000 في مدينة المستقبل",mktb llby3 fy dygwya blaza 62 mtr b 2w9dh w 7mam bs3r 13950000 fy mdynh almstqbl
"توين هاوس للبيع في دي باي فيلدج 165 متر ب 5 أوض و 6 حمامات, بسعر 28545000 في الضبعة",twyn haws llby3 fy dy bay fyldg 165 mtr b 5 2w9d w 6 7mamat bs3r 28545000 fy al9db3h
"توين هاوس للبيع في دي باي فيلدج 240 متر ب أوضة و حمام, بسعر 46938000 في الضبعة",twyn haws llby3 fy dy bay fyldg 240 mtr b 2w9dh w 7mam bs3r 46938000 fy al9db3h
"فيلا للبيع في دي باي فيلدج 370 متر ب أوضة و حمام, بسعر 77677000 في الضبعة",fyla llby3 fy dy bay fyldg 370 mtr b 2w9dh w 7mam bs3r 77677000 fy al9db3h
"محل تجارى للبيع في ديجويا بلازا 71 متر ب أوضة و حمام, بسعر 18105000 في مدينة المستقبل",m7l tgary llby3 fy dygwya blaza 71 mtr b 2w9dh w 7mam bs3r 18105000 fy mdynh almstqbl
"فيلا للبيع في دي باي فيلدج 280 متر ب 3 أوض و 4 حمامات, بسعر 32200000 في الضبعة",fyla llby3 fy dy bay fyldg 280 mtr b 3 2w9d w 4 7mamat bs3r 32200000 fy al9db3h
"تريبلكس للبيع في هايد بارك بيزنس ديستركت 680 متر ب 3 أوض و 4 حمامات, بسعر 93550000 في القاهرة الجديدة",tryblks llby3 fy hayd bark byzns dystrkt 680 mtr b 3 2w9d w 4 7mamat bs3r 93550000 fy alqahrh algdydh
"مكتب اداري للبيع في هايد بارك بيزنس ديستركت 106 متر ب 3 أوض و 3 حمامات, بسعر 25730000 في القاهرة الجديدة",mktb adary llby3 fy hayd bark byzns dystrkt 106 mtr b 3 2w9d w 3 7mamat bs3r 25730000 fy alqahrh algdydh
"مكتب اداري للبيع في هايد بارك بيزنس ديستركت 55 متر ب 3 أوض و 3 حمامات, بسعر 11860000 في القاهرة الجديدة",mktb adary llby3 fy hayd bark byzns dystrkt 55 mtr b 3 2w9d w 3 7mamat bs3r 11860000 fy alqahrh algdydh
"تاون هاوس للبيع في جاردن ليكس 215 متر ب 3 أوض و 3 حمامات, بسعر 23780000 في مدينة المستقبل",tawn haws llby3 fy gardn lyks 215 mtr b 3 2w9d w 3 7mamat bs3r 23780000 fy mdynh almstqbl
"تاون هاوس للبيع في جاردن ليكس 215 متر ب أوضة و حمام, بسعر 21030000 في مدينة المستقبل",tawn haws llby3 fy gardn lyks 215 mtr b 2w9dh w 7mam bs3r 21030000 fy mdynh almstqbl
